,launch_speed,launch_angle,woba_value
375045,103.6,8.0,0.9
375047,67.3,71.0,0.0
375052,94.8,62.0,0.0
375062,82.3,29.0,1.25
375063,96.3,37.0,0.0
375066,68.9,-14.0,0.0
375095,87.1,26.0,0.0
375113,90.1,28.0,0.0
375114,98.8,34.0,0.0
375124,87.7,38.0,0.0
375127,86.7,51.0,0.0
375131,104.6,29.0,2.0
375164,100.4,-13.0,0.0
375166,117.4,19.0,2.0
375171,75.1,-36.0,0.0
375174,96.0,41.0,0.0
375178,91.3,47.0,0.0
375183,95.3,69.0,0.0
375187,85.8,3.0,0.0
375193,62.4,-21.0,0.0
375202,105.8,8.0,1.25
375203,101.0,10.0,0.0
375209,57.8,-34.0,0.0
375220,72.1,59.0,0.9
375237,96.2,5.0,0.9
375238,104.1,14.0,1.25
375268,98.1,-7.0,0.0
375275,87.5,34.0,0.0
375286,73.2,2.0,0.9
375300,69.8,32.0,0.0
375306,90.9,20.0,0.0
375309,86.3,9.0,0.0
375322,79.7,-37.0,0.0
375326,102.5,-7.0,0.0
375328,101.0,-13.0,0.0
375345,92.4,-15.0,0.0
375347,86.8,16.0,0.9
375352,74.8,5.0,0.0
375357,100.2,-2.0,0.0
375364,60.2,45.0,0.0
375377,94.3,-22.0,0.0
375383,88.6,61.0,0.0
375386,83.1,-3.0,0.0
375409,77.0,-1.0,0.0
375417,75.9,-25.0,0.0
375424,100.1,0.0,0.0
375428,83.3,18.0,0.9
375429,107.8,28.0,2.0
375432,68.0,-49.0,0.9
375438,103.6,27.0,2.0
375451,69.0,-16.0,0.0
375453,69.4,-13.0,0.0
375463,80.4,-41.0,0.0
375472,60.8,-76.0,0.0
375476,104.7,-1.0,0.9
375479,80.8,19.0,0.9
375481,83.0,-40.0,0.0
375484,79.1,68.0,0.0
375486,96.3,31.0,0.0
375488,84.9,56.0,0.0
375490,104.5,-16.0,0.0
375493,51.3,-34.0,0.0
375495,68.9,74.0,0.0
375508,91.3,-42.0,0.0
375509,78.5,14.0,0.9
375518,33.9,-57.0,0.0
375521,71.8,39.0,0.9
375543,98.3,21.0,0.0
375550,102.6,12.0,1.25
375552,86.4,24.0,0.0
375559,97.1,10.0,1.25
375562,93.4,-4.0,0.0
375565,102.5,24.0,1.6
375570,92.7,-10.0,0.0
375575,82.1,13.0,0.9
375577,99.9,34.0,0.0
375583,95.1,13.0,0.0
375586,114.5,3.0,0.9
375589,64.8,4.0,0.0
375592,91.8,-15.0,0.0
375595,78.3,-21.0,0.9
375597,110.2,13.0,0.0
375610,104.8,12.0,0.9
375612,101.8,53.0,0.0
375638,108.9,2.0,0.9
375647,78.4,28.0,0.0
375661,98.5,32.0,0.0
375664,79.6,12.0,0.0
375674,108.8,17.0,1.25
375688,83.1,42.0,0.0
375695,102.5,33.0,2.0
375704,85.6,17.0,0.9
375708,74.7,60.0,0.0
375710,94.3,51.0,0.0
375720,95.0,45.0,0.0
375726,87.8,69.0,0.0
375735,102.5,16.0,1.25
375740,89.6,40.0,0.0
375742,101.5,12.0,0.9
375744,63.3,78.0,0.0
375745,85.7,78.0,0.0
375747,86.1,7.0,0.0
375755,94.3,36.0,0.0
375770,80.8,51.0,0.0
375775,109.1,13.0,0.0
375776,85.7,45.0,0.0
375780,89.2,-22.0,0.0
375788,86.2,18.0,0.9
375792,108.3,24.0,2.0
375801,95.7,23.0,0.0
375802,73.4,45.0,0.0
375807,89.3,67.0,0.0
375814,94.2,-5.0,0.0
375848,92.7,-5.0,0.9
375873,77.3,71.0,0.0
375876,92.0,60.0,0.0
375883,70.4,44.0,0.0
375886,68.7,-45.0,0.0
375896,90.6,28.0,0.0
375898,70.5,-44.0,0.0
375932,102.2,13.0,0.9
375939,84.7,-3.0,0.0
375941,102.2,6.0,1.25
375943,91.9,-30.0,0.0
375951,103.4,5.0,0.9
375959,101.6,37.0,0.0
375962,87.1,32.0,0.0
375963,99.1,30.0,0.0
375966,79.5,12.0,1.25
375969,100.0,8.0,0.9
375970,98.1,17.0,0.0
375978,101.4,15.0,0.0
375981,81.5,18.0,0.9
375982,81.9,33.0,0.0
375994,87.0,36.0,0.0
375996,96.2,10.0,0.0
376002,88.0,1.0,0.0
376007,88.7,17.0,0.9
376010,89.3,-22.0,0.0
376013,67.9,2.0,0.0
376015,86.4,74.0,0.0
376021,101.1,32.0,2.0
376022,95.6,-34.0,0.0
376029,102.8,26.0,2.0
376032,85.1,33.0,0.0
376033,85.2,52.0,0.0
376036,97.3,28.0,0.0
376039,96.8,45.0,0.0
376040,71.9,-11.0,0.0
376043,72.5,29.0,0.9
376047,61.9,-42.0,0.9
376050,93.3,10.0,0.9
376056,79.7,28.0,0.9
376058,80.9,-6.0,0.0
376070,71.9,-52.0,0.0
376073,81.9,24.0,0.0
376081,91.8,32.0,0.0
376083,70.1,-25.0,0.0
376090,86.8,-24.0,0.0
376113,95.5,8.0,0.0
376115,94.8,40.0,0.0
376117,96.6,45.0,0.0
376122,68.1,5.0,0.0
376131,73.3,28.0,0.0
376153,74.4,27.0,0.9
376154,75.0,19.0,0.9
376174,63.3,-50.0,0.0
376188,99.6,-13.0,0.0
376193,60.0,8.0,1.25
376199,82.2,0.0,0.9
376207,100.8,36.0,2.0
376208,80.3,6.0,0.0
376215,105.9,12.0,0.9
376216,101.1,-3.0,0.0
376218,77.0,19.0,0.9
376220,86.4,32.0,1.25
376227,93.7,58.0,0.0
376233,96.9,-29.0,0.0
376237,85.1,68.0,0.0
376253,76.4,27.0,0.9
376266,44.9,55.0,0.0
376268,90.4,-2.0,0.0
376272,102.5,-18.0,0.0
376277,87.6,-11.0,0.0
376279,76.9,43.0,0.0
376287,106.0,29.0,2.0
376292,104.1,-6.0,0.9
376304,80.8,20.0,0.9
376306,99.2,54.0,0.0
376316,91.2,43.0,0.0
376317,89.7,30.0,0.0
376326,97.9,53.0,0.0
376329,67.1,-9.0,0.9
376330,72.9,8.0,0.0
376347,90.5,47.0,0.0
376355,84.6,-32.0,0.0
376361,92.8,-4.0,0.9
376368,101.6,30.0,2.0
376370,80.7,13.0,0.0
376381,75.9,23.0,0.9
376387,102.2,9.0,0.9
376391,58.5,3.0,0.0
376399,83.5,30.0,0.0
376404,85.2,26.0,0.0
376409,107.1,23.0,0.9
376415,104.5,-24.0,0.0
376423,90.0,24.0,0.0
376428,84.1,17.0,0.9
376429,95.7,48.0,0.0
376431,113.7,26.0,2.0
376434,91.1,40.0,0.0
376445,105.5,8.0,1.25
376448,106.9,22.0,2.0
376455,73.4,-38.0,0.0
376458,87.9,22.0,0.0
376462,90.6,37.0,0.0
376470,92.2,-19.0,0.0
376482,90.8,54.0,0.0
376484,61.7,-70.0,0.0
376486,87.9,66.0,0.0
376487,86.1,5.0,0.0
376492,100.9,49.0,0.0
376500,72.5,60.0,0.0
376535,89.4,-14.0,0.0
376554,95.0,34.0,0.0
376555,87.6,-37.0,0.0
376577,96.0,-2.0,0.9
376581,100.1,6.0,1.25
376585,102.6,-5.0,0.0
376589,86.6,21.0,0.0
376596,98.8,19.0,0.0
376602,58.3,5.0,0.0
376605,88.3,25.0,0.0
376614,100.5,20.0,0.0
376616,110.4,26.0,2.0
376623,67.8,44.0,0.9
376630,88.5,46.0,0.0
376632,100.6,-21.0,0.0
376636,113.9,7.0,0.9
376641,79.6,37.0,0.0
376646,71.8,3.0,0.0
376648,77.4,72.0,0.0
376652,100.5,3.0,0.9
376663,99.8,-11.0,0.0
376665,99.9,21.0,0.0
376671,107.4,30.0,2.0
376672,97.0,38.0,0.0
376677,73.5,17.0,0.9
376681,86.4,25.0,0.0
376689,105.3,35.0,2.0
376692,102.2,-4.0,0.0
376696,100.5,24.0,2.0
376697,96.5,42.0,0.0
376700,88.0,50.0,0.0
376708,81.8,50.0,0.0
376727,77.3,20.0,0.9
376731,72.8,-19.0,0.0
376733,110.4,14.0,0.9
376746,77.7,63.0,0.0
376752,95.2,22.0,1.25
376756,108.1,16.0,0.0
376767,94.7,83.0,0.0
376777,97.8,34.0,0.0
376783,100.3,-10.0,0.0
376784,90.5,30.0,0.0
376788,72.7,24.0,0.9
376803,84.6,-27.0,0.0
376806,103.7,1.0,0.0
376807,72.4,-22.0,0.0
376821,96.1,40.0,0.0
376824,95.8,24.0,1.6
376835,60.5,16.0,0.0
376836,101.7,3.0,0.0
376851,99.7,-6.0,0.0
376854,64.9,-61.0,0.9
376860,72.2,69.0,0.0
376868,86.3,4.0,0.0
376871,94.4,15.0,1.25
376875,90.5,-11.0,0.0
376887,93.1,21.0,1.25
376889,106.9,21.0,2.0
376890,52.8,-33.0,0.0
376906,103.6,17.0,0.0
376913,101.5,15.0,0.9
376916,107.9,4.0,0.9
376934,93.4,9.0,0.9
376935,75.1,-8.0,0.0
376936,92.6,15.0,0.9
376937,103.3,43.0,2.0
376940,95.5,-7.0,0.9
376949,101.8,-2.0,0.0
376954,100.1,37.0,2.0
376971,67.4,-1.0,0.0
376983,62.6,-27.0,0.0
376991,104.8,36.0,0.0
376999,93.6,29.0,0.0
377012,74.6,-48.0,0.0
377031,107.5,38.0,2.0
377035,71.2,-5.0,0.0
377041,77.6,-49.0,0.0
377044,102.3,-10.0,0.0
377046,63.6,-20.0,0.0
377050,97.8,42.0,0.0
377056,78.8,41.0,0.0
377057,93.7,0.0,0.0
377063,98.1,32.0,2.0
377065,52.1,-36.0,0.0
377078,107.0,1.0,0.0
377079,70.7,18.0,0.9
377087,88.7,18.0,1.6
377089,98.0,-4.0,0.0
377091,90.9,20.0,1.25
377101,68.1,-69.0,0.0
377103,100.7,24.0,1.25
377114,108.0,25.0,2.0
377117,68.0,53.0,0.0
377121,98.5,13.0,0.9
377125,81.1,18.0,0.9
377129,76.4,57.0,0.0
377132,91.0,-3.0,0.9
377141,53.7,35.0,0.0
377142,104.3,22.0,1.25
377143,97.1,-5.0,0.9
377151,89.2,-55.0,0.9
377154,94.5,20.0,0.9
377157,98.4,30.0,2.0
377159,77.1,-13.0,0.0
377168,65.0,69.0,0.0
377176,75.7,26.0,0.0
377195,95.3,35.0,0.0
377200,38.6,25.0,0.0
377205,71.0,3.0,0.9
377209,83.9,-26.0,0.0
377210,70.2,88.0,0.0
377223,67.8,5.0,0.0
377229,95.2,-14.0,0.0
377235,67.4,75.0,0.0
377238,72.6,56.0,0.0
377243,88.8,42.0,0.0
377249,90.6,20.0,1.25
377270,75.9,-15.0,0.0
377277,77.5,-18.0,0.0
377281,89.9,-1.0,0.0
377295,83.7,47.0,0.0
377296,63.9,75.0,0.0
377300,90.4,3.0,0.0
377307,90.9,2.0,0.9
377314,78.5,-5.0,0.0
377317,70.9,-4.0,0.0
377319,97.0,62.0,0.0
377322,94.8,-42.0,0.0
377328,87.4,39.0,0.0
377330,92.2,28.0,0.0
377336,88.2,64.0,0.0
377345,103.9,22.0,1.25
377350,88.6,52.0,0.0
377366,96.8,31.0,0.0
377377,92.6,3.0,0.0
377381,80.1,-38.0,0.0
377387,103.2,13.0,0.9
377390,61.6,-68.0,0.0
377395,79.2,-34.0,0.0
377397,74.1,21.0,0.9
377399,89.3,55.0,0.0
377415,81.7,23.0,0.9
377417,106.8,14.0,0.9
377420,57.8,38.0,0.0
377422,88.0,-25.0,0.0
377423,108.9,32.0,2.0
377424,90.2,53.0,0.0
377426,96.1,6.0,0.0
377432,99.4,-13.0,0.0
377441,93.1,34.0,0.0
377444,67.6,69.0,0.0
377445,103.5,-3.0,0.0
377456,112.2,21.0,2.0
377462,88.8,19.0,0.0
377471,96.8,54.0,0.0
377472,89.9,21.0,1.25
377478,104.1,43.0,0.0
377481,93.1,33.0,0.0
377489,98.0,-11.0,0.0
377491,98.6,23.0,0.0
377498,100.5,32.0,2.0
377500,83.2,29.0,0.0
377507,105.8,7.0,0.0
377508,94.4,10.0,0.9
377526,74.1,-9.0,0.0
377528,88.4,9.0,0.9
377531,87.8,51.0,0.0
377539,96.4,3.0,0.9
377551,81.8,-1.0,0.0
377556,77.4,-19.0,0.0
377563,79.4,83.0,0.0
377565,98.4,13.0,0.9
377568,106.7,26.0,2.0
377573,92.8,34.0,0.0
377576,55.5,-76.0,0.0
377577,63.0,82.0,0.0
377582,106.7,16.0,0.0
377605,75.8,3.0,0.0
377606,102.4,-6.0,0.0
377607,82.3,12.0,0.0
377619,85.3,29.0,0.0
377626,101.0,8.0,0.9
377630,86.6,-20.0,0.0
377634,99.5,1.0,0.9
377640,74.5,13.0,0.0
377641,104.8,19.0,1.25
377664,108.9,6.0,0.9
377668,86.4,30.0,0.0
377687,76.6,-45.0,0.0
377689,85.1,11.0,1.25
377696,88.6,8.0,1.25
377699,98.0,-3.0,0.0
377703,87.8,-7.0,0.9
377707,82.5,8.0,0.9
377709,98.4,32.0,0.0
377710,84.3,22.0,0.9
377723,111.8,22.0,2.0
377724,108.4,14.0,0.0
377734,100.0,1.0,0.9
377742,103.9,0.0,0.0
377749,75.8,41.0,0.0
377764,94.2,5.0,0.9
377768,97.9,-5.0,0.0
377775,107.1,14.0,1.25
377787,101.9,-1.0,0.0
377789,89.1,-18.0,0.0
377793,92.1,-15.0,0.0
377798,80.1,-4.0,0.9
377803,106.1,23.0,1.25
377807,93.4,24.0,1.25
377825,86.2,48.0,0.0
377831,70.6,64.0,0.0
377847,101.5,16.0,0.9
377849,103.0,41.0,0.0
377860,93.8,62.0,0.0
377861,79.6,40.0,0.0
377870,92.1,42.0,0.0
377873,88.9,17.0,0.9
377876,109.4,6.0,0.0
377881,108.3,6.0,0.0
377890,98.2,9.0,1.25
377896,92.3,1.0,0.0
377897,69.5,75.0,0.0
377901,55.2,16.0,0.0
377906,100.3,17.0,0.0
377911,78.2,23.0,1.25
377914,99.9,-26.0,0.0
377921,82.8,4.0,0.0
377929,85.2,48.0,0.0
377932,86.5,14.0,0.9
377938,95.1,17.0,0.0
377950,94.3,-13.0,0.0
377952,96.6,32.0,2.0
377959,79.5,62.0,0.0
377973,87.0,-35.0,0.0
377978,94.2,21.0,0.0
377980,70.3,45.0,0.0
377982,85.7,50.0,0.0
377985,109.1,10.0,0.9
378000,91.0,-28.0,0.0
378004,93.2,-22.0,0.0
378014,96.0,15.0,0.0
378021,92.1,47.0,0.0
378026,91.8,-29.0,0.0
378034,97.8,34.0,0.0
378043,79.0,32.0,0.0
378047,99.0,13.0,0.9
378048,99.5,14.0,0.9
378053,104.4,20.0,1.25
378055,84.3,-15.0,0.0
378060,106.5,17.0,1.6
378066,51.1,-61.0,0.9
378068,101.0,9.0,0.0
378070,107.1,14.0,1.25
378082,90.0,18.0,0.0
378099,61.7,8.0,0.9
378108,100.6,5.0,0.9
378113,84.9,30.0,0.0
378138,68.0,8.0,0.0
378144,96.4,47.0,0.0
378146,100.8,-9.0,0.0
378150,91.7,54.0,0.0
378157,68.7,-14.0,0.0
378158,64.9,35.0,0.9
378162,96.0,31.0,2.0
378168,54.9,-1.0,0.0
378171,29.8,-67.0,0.0
378174,96.3,3.0,0.9
378180,90.1,-20.0,0.0
378182,58.7,-49.0,0.9
378186,99.9,39.0,0.0
378187,102.9,32.0,0.0
378200,89.7,-25.0,0.0
378208,94.5,18.0,0.0
378211,91.7,51.0,0.0
378221,109.0,10.0,1.25
378223,66.2,54.0,0.0
378224,80.5,44.0,0.0
378228,84.7,5.0,0.9
378232,103.9,-9.0,0.0
378234,75.6,58.0,0.0
378238,77.4,59.0,0.0
378243,80.5,-33.0,0.0
378255,95.4,60.0,0.0
378259,90.8,-7.0,0.0
378264,87.6,-25.0,0.9
378270,104.5,-14.0,0.0
378272,88.1,-5.0,0.0
378277,86.8,25.0,0.0
378283,98.3,36.0,0.0
378289,61.8,-37.0,0.0
378292,83.1,33.0,0.0
378294,83.2,-31.0,0.0
378301,74.5,17.0,1.25
378302,66.1,45.0,0.9
378307,93.7,12.0,0.9
378308,95.2,5.0,0.0
378310,87.7,22.0,0.9
378316,91.1,6.0,0.9
378321,98.0,-20.0,0.0
378324,90.2,-32.0,0.0
378337,85.1,31.0,0.0
378345,106.8,20.0,0.0
378349,67.9,62.0,0.0
378350,94.7,53.0,0.0
378358,96.6,52.0,0.0
378360,95.2,10.0,0.9
378364,87.5,24.0,0.0
378368,90.5,57.0,0.0
378370,93.0,-7.0,0.0
378374,105.5,-2.0,0.9
378375,68.4,32.0,0.9
378376,108.1,29.0,2.0
378384,95.2,30.0,0.0
378386,95.8,29.0,0.0
378394,65.2,-67.0,0.0
378415,67.2,-35.0,0.0
378428,95.6,-12.0,0.0
378432,86.4,23.0,0.9
378435,77.1,15.0,0.9
378437,97.5,-21.0,0.0
378458,93.0,7.0,0.9
378470,95.5,-23.0,0.0
378476,94.5,6.0,0.0
378480,68.1,-20.0,0.0
378484,103.6,25.0,1.25
378486,98.7,-11.0,0.0
378493,107.9,-24.0,0.0
378506,75.6,-53.0,0.9
378513,83.0,8.0,0.9
378515,74.1,55.0,0.0
378519,111.7,31.0,2.0
378533,74.5,27.0,0.9
378536,93.1,10.0,0.0
378541,68.8,20.0,0.0
378543,81.0,29.0,0.0
378546,92.5,32.0,0.0
378548,87.8,-4.0,0.0
378552,79.5,51.0,0.0
378555,57.5,-41.0,0.0
378559,53.6,-40.0,0.0
378573,97.1,20.0,0.0
378589,107.4,11.0,0.9
378597,83.9,25.0,0.0
378603,93.8,22.0,1.25
378609,95.9,-6.0,0.0
378617,40.4,-56.0,0.9
378653,69.3,58.0,0.0
378665,98.7,23.0,0.0
378677,90.0,10.0,0.9
378689,100.0,-27.0,0.0
378694,100.9,3.0,0.9
378695,79.5,33.0,0.0
378699,82.0,1.0,0.0
378702,76.5,42.0,0.0
378703,70.6,-6.0,0.0
378708,64.3,10.0,0.0
378733,102.1,30.0,2.0
378737,100.9,-7.0,0.0
378745,102.8,16.0,0.0
378751,95.3,17.0,0.0
378753,99.9,19.0,1.25
378765,84.4,18.0,0.9
378770,105.4,18.0,0.0
378777,67.9,-2.0,0.0
378784,102.9,10.0,0.9
378793,94.4,-25.0,0.0
378797,98.6,-26.0,0.9
378798,74.5,-15.0,0.0
378803,107.4,11.0,0.9
378804,58.9,-59.0,0.9
378813,96.0,-24.0,0.0
378815,91.9,8.0,0.9
378819,96.4,10.0,0.0
378821,93.3,31.0,0.0
378824,100.9,32.0,0.0
378830,94.6,17.0,0.0
378835,103.4,-5.0,0.0
378845,84.9,-4.0,0.0
378851,71.7,89.0,0.0
378853,105.9,8.0,0.9
378858,99.1,35.0,0.0
378867,60.0,-23.0,0.9
378870,69.4,-51.0,0.9
378871,108.5,19.0,1.25
378872,68.5,-24.0,0.0
378877,98.5,3.0,0.0
378878,58.7,-45.0,0.0
378884,73.4,-22.0,0.0
378887,68.3,12.0,0.0
378888,100.2,11.0,0.9
378894,91.6,71.0,0.0
378896,97.5,39.0,0.0
378897,110.6,0.0,0.9
378911,54.4,-68.0,0.9
378915,58.9,-41.0,0.0
378922,99.2,-6.0,0.0
378924,71.1,6.0,0.0
378933,44.5,-59.0,0.0
378941,104.8,-9.0,0.0
378950,96.1,10.0,0.9
378955,90.3,3.0,0.0
378957,107.1,-7.0,0.9
378976,94.9,61.0,0.0
378984,97.1,-11.0,0.0
378993,93.6,0.0,0.9
378998,92.1,-23.0,0.0
379008,77.1,-15.0,0.0
379019,95.1,26.0,0.0
379033,86.9,-3.0,0.0
379037,97.2,30.0,2.0
379040,29.6,-13.0,0.0
379041,55.0,-69.0,0.9
379047,89.4,-10.0,0.9
379051,46.7,-39.0,0.0
379052,79.5,-21.0,0.0
379056,99.7,-28.0,0.0
379063,107.5,14.0,0.0
379068,107.2,24.0,0.0
379069,101.7,41.0,0.0
379078,94.7,-11.0,0.0
379083,83.9,-20.0,0.0
379085,103.4,21.0,1.25
379087,96.7,-14.0,0.0
379089,104.6,6.0,0.9
379103,73.3,17.0,0.9
379104,92.9,-2.0,0.0
379107,78.0,11.0,0.0
379114,92.5,35.0,0.0
379118,96.8,11.0,0.9
379120,69.6,-44.0,0.0
379123,101.2,-6.0,0.9
379125,102.3,41.0,0.0
379127,98.1,11.0,0.9
379129,103.8,1.0,0.0
379133,95.0,-17.0,0.0
379138,105.5,-21.0,0.0
379143,110.5,1.0,0.0
379148,90.1,-46.0,0.0
379162,96.4,-13.0,0.9
379169,107.1,10.0,0.9
379180,95.5,30.0,0.0
379182,91.4,-18.0,0.0
379188,63.9,60.0,0.0
379192,97.8,-18.0,0.9
379196,76.0,-16.0,0.0
379197,101.2,-10.0,0.9
379200,52.7,40.0,0.0
379201,87.2,38.0,0.0
379203,98.5,-13.0,0.9
379224,97.9,16.0,0.9
379239,105.3,22.0,1.25
379242,102.6,20.0,1.25
379263,92.2,8.0,0.0
379264,94.1,-30.0,0.0
379266,82.3,45.0,0.0
379268,87.2,-30.0,0.9
379269,107.9,45.0,2.0
379282,85.5,21.0,0.0
379283,94.0,24.0,0.0
379287,71.6,-25.0,0.0
379292,102.7,13.0,0.9
379299,84.0,28.0,1.25
379302,79.7,37.0,0.0
379312,98.9,8.0,0.0
379314,93.4,-3.0,0.0
379321,106.1,7.0,0.0
379332,103.0,24.0,1.6
379336,100.1,3.0,0.9
379339,77.7,57.0,0.0
379344,107.5,11.0,0.9
379346,87.6,49.0,0.0
379351,76.0,11.0,0.9
379356,74.8,79.0,0.0
379359,77.9,-46.0,0.0
379362,78.1,29.0,0.0
379369,95.9,42.0,0.0
379375,108.1,9.0,0.0
379381,72.9,36.0,0.0
379385,98.7,-15.0,0.9
379399,65.9,53.0,1.25
379409,29.0,43.0,1.25
379413,85.8,-2.0,0.9
379415,90.5,14.0,1.25
379421,78.2,-62.0,0.0
379426,108.1,19.0,2.0
379428,89.6,32.0,0.0
379429,77.6,19.0,0.9
379430,89.4,17.0,0.0
379433,42.7,9.0,0.0
379444,86.4,-17.0,0.0
379450,109.6,16.0,0.0
379467,98.1,-9.0,0.0
379468,88.4,47.0,0.0
379478,81.4,-13.0,0.0
379483,70.2,-5.0,0.0
379490,98.1,36.0,0.0
379497,105.5,18.0,0.0
379500,86.5,75.0,0.0
379502,81.7,37.0,0.0
379506,90.6,2.0,0.0
379514,56.1,66.0,0.0
379521,109.2,11.0,0.9
379524,89.1,32.0,0.0
379541,102.9,16.0,0.0
379548,90.9,15.0,1.25
379550,48.6,-53.0,0.9
379553,96.5,12.0,0.9
379562,59.3,-47.0,0.0
379565,102.9,-8.0,0.9
379570,110.6,19.0,1.25
379580,109.6,4.0,0.9
379582,77.2,30.0,0.9
379583,81.8,18.0,0.9
379591,98.2,-21.0,0.0
379594,104.7,19.0,1.25
379600,95.5,44.0,0.0
379602,77.4,-30.0,0.9
379608,84.2,31.0,0.0
379611,75.3,-13.0,0.0
379616,85.2,33.0,0.0
379621,107.2,3.0,0.0
379623,101.3,37.0,2.0
379629,68.6,47.0,0.9
379631,105.6,48.0,0.0
379638,100.2,9.0,1.25
379640,87.7,49.0,0.0
379644,106.2,-7.0,0.0
379646,71.2,17.0,0.0
379659,91.9,11.0,0.9
379663,97.0,-5.0,0.0
379671,99.5,29.0,0.0
379674,77.5,32.0,0.0
379676,80.4,13.0,0.0
379679,72.3,0.0,0.0
379682,84.5,-4.0,0.0
379683,103.3,28.0,2.0
379687,102.7,23.0,2.0
379688,111.3,11.0,1.25
379689,99.7,7.0,1.25
379695,72.4,50.0,0.0
379696,89.6,43.0,0.0
379699,105.9,-8.0,0.0
379702,85.3,22.0,0.0
379706,84.7,54.0,0.0
379708,99.3,33.0,0.0
379712,94.7,-26.0,0.9
379724,92.5,-21.0,0.0
379725,101.6,-8.0,0.0
379728,32.5,-23.0,0.9
379729,106.6,5.0,0.9
379731,101.3,1.0,0.0
379735,81.4,4.0,0.0
379741,90.2,40.0,0.0
379748,59.3,42.0,0.0
379761,95.4,44.0,0.0
379764,57.7,-49.0,0.0
379771,51.8,-55.0,0.0
379781,106.4,18.0,1.25
379786,109.1,17.0,1.25
379788,96.8,29.0,2.0
379789,88.5,-4.0,0.9
379792,93.9,38.0,0.0
379801,30.3,-21.0,0.9
379816,75.7,50.0,0.0
379847,108.5,22.0,2.0
379854,82.9,24.0,0.0
379857,80.5,54.0,0.0
379859,40.6,-44.0,0.0
379870,101.1,3.0,0.9
379876,57.7,15.0,0.0
379879,105.9,11.0,0.9
379882,92.6,12.0,0.0
379888,94.9,-10.0,0.0
379898,91.5,57.0,0.0
379900,69.2,11.0,1.25
379912,86.4,-20.0,0.9
379914,86.1,39.0,0.0
379916,93.7,15.0,0.9
379918,69.1,-54.0,0.0
379931,104.8,28.0,2.0
379937,107.7,10.0,0.9
379951,101.6,-17.0,0.0
379954,85.5,78.0,0.0
379957,73.3,48.0,0.0
379958,23.1,15.0,0.0
379967,101.9,0.0,0.9
379970,60.5,-73.0,0.0
379974,80.0,73.0,0.0
379976,71.2,19.0,0.9
379985,99.3,4.0,0.0
379991,88.2,38.0,0.0
380000,106.2,0.0,0.0
380002,103.3,35.0,0.0
380005,75.0,-10.0,0.0
380014,78.9,-20.0,0.0
380022,32.7,1.0,0.9
380029,42.8,-74.0,0.0
380034,102.5,19.0,0.0
380047,96.8,-5.0,0.9
380062,112.5,10.0,0.9
380069,95.4,-26.0,0.0
380072,99.4,12.0,1.25
380075,88.5,20.0,0.0
380087,93.0,-29.0,0.0
380092,98.1,-20.0,0.9
380096,79.5,14.0,0.9
380100,92.9,-9.0,0.0
380108,95.6,-8.0,0.9
380110,108.1,7.0,0.9
380111,70.6,42.0,0.0
380121,70.5,47.0,1.25
380125,95.2,16.0,0.0
380126,93.8,26.0,0.0
380146,92.0,66.0,0.0
380155,82.9,-37.0,0.0
380158,93.2,48.0,0.0
380163,88.4,-37.0,0.0
380166,49.2,41.0,0.0
380168,67.0,60.0,0.0
380169,97.5,0.0,0.9
380174,104.6,9.0,0.9
380193,60.0,78.0,0.0
380195,76.3,73.0,0.0
380197,106.3,16.0,1.25
380208,97.3,17.0,0.0
380210,69.0,-51.0,0.0
380211,57.5,-84.0,0.0
380213,92.2,7.0,0.9
380216,110.1,2.0,0.0
380225,101.0,-8.0,0.0
380228,64.5,21.0,0.9
380229,92.3,10.0,0.9
380243,71.6,-65.0,0.0
380248,98.4,9.0,0.9
380263,46.9,-73.0,0.0
380264,72.2,35.0,0.9
380270,87.6,-6.0,0.0
380274,72.4,-19.0,0.0
380277,111.1,13.0,1.25
380282,73.6,33.0,0.9
380284,64.9,68.0,0.0
380285,96.3,51.0,0.0
380290,46.3,63.0,0.0
380292,94.6,43.0,0.0
380297,99.9,8.0,0.9
380299,31.3,-45.0,0.0
380302,64.0,-28.0,0.0
380305,56.2,-60.0,0.9
380306,107.1,17.0,1.25
380309,82.5,-3.0,0.0
380311,69.2,-40.0,0.9
380331,102.2,-14.0,0.0
380334,78.1,-32.0,0.9
380339,102.8,29.0,2.0
380344,74.1,28.0,0.9
380350,73.1,-44.0,0.0
380353,95.3,-9.0,0.0
380358,64.4,80.0,0.0
380359,106.9,5.0,0.9
380365,95.9,-9.0,0.0
380368,78.8,18.0,0.9
380374,95.3,59.0,0.0
380378,85.6,68.0,0.0
380381,103.7,27.0,2.0
380383,99.1,-8.0,0.0
380389,78.2,12.0,0.0
380395,101.1,-10.0,0.0
380400,86.5,-29.0,0.0
380403,73.7,-29.0,0.0
380405,98.2,17.0,1.25
380409,111.2,13.0,0.9
380411,81.1,61.0,0.0
380419,81.9,28.0,0.0
380424,61.0,46.0,0.0
380428,87.7,-2.0,0.9
380442,61.5,29.0,0.0
380444,101.9,28.0,2.0
380450,104.6,1.0,0.9
380465,94.1,-2.0,0.0
380476,106.7,-13.0,0.0
380482,91.7,-17.0,0.0
380483,92.8,-16.0,0.0
380489,87.3,-5.0,0.0
380501,74.8,-10.0,0.0
380503,84.4,8.0,0.0
380505,80.3,11.0,0.0
380510,103.0,10.0,1.25
380513,95.9,5.0,0.9
380515,101.8,6.0,0.0
