,launch_speed,launch_angle,woba_value
380517,84.5,29.0,0.0
380521,79.7,-40.0,0.0
380533,91.6,-5.0,0.0
380548,94.8,-10.0,0.0
380569,103.6,4.0,0.9
380576,79.4,11.0,0.0
380582,93.7,-11.0,0.0
380585,105.9,7.0,0.9
380591,111.9,16.0,1.25
380595,80.9,50.0,0.0
380599,96.5,10.0,0.9
380605,109.9,7.0,0.0
380606,96.0,37.0,0.0
380613,90.7,25.0,1.25
380623,91.6,-6.0,0.0
380627,98.6,5.0,0.9
380645,86.9,-4.0,0.0
380651,75.5,-26.0,0.0
380653,97.7,-37.0,0.0
380654,63.4,41.0,0.9
380656,112.7,5.0,0.9
380659,84.4,-12.0,0.0
380667,109.0,24.0,2.0
380676,91.0,28.0,0.0
380685,111.1,0.0,0.0
380700,81.7,43.0,0.0
380708,87.9,40.0,0.0
380711,83.7,32.0,0.0
380712,68.4,81.0,0.0
380717,111.5,16.0,1.25
380723,100.2,-6.0,0.0
380727,112.5,20.0,2.0
380729,106.0,34.0,2.0
380736,78.0,27.0,0.0
380738,102.7,8.0,0.0
380742,101.0,1.0,1.25
380748,83.1,-13.0,0.0
380749,107.1,0.0,0.9
380760,67.1,22.0,0.9
380773,95.9,8.0,0.9
380785,86.7,31.0,0.0
380791,101.0,20.0,0.0
380798,71.0,-18.0,0.0
380804,78.9,-3.0,0.0
380806,76.8,-63.0,0.9
380807,80.7,43.0,0.0
380812,98.0,-56.0,0.0
380820,92.4,-3.0,0.0
380830,104.9,5.0,0.0
380838,85.6,43.0,0.0
380847,91.7,27.0,0.0
380851,81.6,-65.0,0.0
380853,66.2,77.0,0.0
380859,93.6,-3.0,0.0
380873,78.8,40.0,0.0
380880,100.8,-1.0,0.9
380891,69.9,24.0,0.9
380896,91.6,-15.0,0.0
380899,95.1,-19.0,0.0
380905,104.8,18.0,0.0
380910,91.0,-38.0,0.0
380916,90.0,-8.0,0.0
380917,98.2,26.0,0.0
380921,111.6,11.0,0.9
380927,90.0,49.0,0.0
380928,104.8,37.0,2.0
380933,78.6,43.0,0.0
380946,93.9,-8.0,0.0
380947,92.5,24.0,0.0
380955,94.5,34.0,0.0
380966,86.5,6.0,0.0
380967,82.1,50.0,0.0
380981,91.3,30.0,0.0
380988,86.3,29.0,0.0
381006,83.4,47.0,0.0
381017,94.6,25.0,0.0
381028,98.9,11.0,0.9
381029,53.9,-59.0,0.0
381036,79.3,3.0,0.9
381038,88.3,66.0,0.0
381043,106.0,22.0,2.0
381045,95.7,-4.0,0.0
381054,76.5,20.0,0.9
381058,81.1,14.0,0.9
381075,88.5,-12.0,0.0
381081,91.2,4.0,0.9
381083,83.2,15.0,0.9
381086,99.0,41.0,2.0
381092,86.0,32.0,0.0
381099,103.3,7.0,0.9
381106,76.7,34.0,0.0
381107,93.7,7.0,0.0
381111,27.3,23.0,0.0
381112,68.6,-1.0,0.0
381114,100.5,-9.0,0.9
381115,99.6,13.0,0.9
381117,63.8,-26.0,0.0
381126,94.0,24.0,0.0
381132,69.1,-24.0,0.0
381141,98.8,-18.0,0.0
381151,75.8,2.0,0.0
381160,68.6,31.0,0.9
381169,101.4,18.0,0.0
381185,48.3,7.0,0.0
381192,76.5,39.0,0.0
381207,79.0,20.0,1.25
381210,92.0,9.0,0.9
381216,85.2,31.0,0.0
381218,82.6,53.0,0.0
381223,101.0,47.0,0.0
381225,85.1,-9.0,0.0
381230,102.9,14.0,0.9
381241,77.5,38.0,0.0
381249,106.2,-6.0,0.9
381252,90.6,19.0,0.0
381261,44.2,-48.0,0.0
381270,100.4,-19.0,0.0
381281,104.4,24.0,2.0
381288,91.9,21.0,0.0
381297,84.2,-13.0,0.0
381298,102.1,-13.0,0.0
381306,82.4,-36.0,0.0
381311,97.1,11.0,0.9
381321,80.6,46.0,0.0
381329,79.1,76.0,0.0
381330,101.0,28.0,2.0
381340,94.9,-21.0,0.0
381345,78.2,31.0,0.0
381351,96.1,8.0,0.0
381362,100.2,20.0,0.0
381367,111.1,11.0,0.9
381373,72.8,0.0,0.0
381377,64.1,-31.0,0.0
381386,80.9,53.0,0.0
381388,103.0,-6.0,0.9
381393,103.3,1.0,0.9
381395,71.7,-50.0,0.9
381399,86.5,63.0,0.0
381402,90.6,52.0,0.0
381403,105.0,29.0,2.0
381409,96.0,-27.0,0.0
381437,90.0,0.0,0.0
381440,98.6,38.0,0.0
381441,101.1,27.0,0.0
381450,77.2,5.0,0.0
381452,95.3,52.0,0.0
381455,91.5,2.0,0.9
381457,105.5,-1.0,0.0
381462,87.6,40.0,0.0
381466,76.5,-10.0,0.0
381472,101.9,6.0,0.0
381495,84.8,-5.0,0.0
381500,105.1,10.0,0.9
381502,91.7,-50.0,0.0
381518,94.4,6.0,0.9
381551,89.0,38.0,0.0
381564,104.6,4.0,0.0
381567,85.5,74.0,0.0
381571,83.5,44.0,0.0
381584,72.1,-11.0,0.0
381587,71.3,-12.0,0.0
381588,100.0,37.0,0.0
381589,89.8,-11.0,0.0
381590,93.5,-15.0,0.0
381593,76.5,-2.0,0.0
381598,103.3,36.0,0.0
381608,97.1,-14.0,0.9
381613,91.4,10.0,0.9
381619,74.1,53.0,0.0
381623,88.1,-15.0,0.0
381624,82.0,-71.0,0.0
381626,65.8,-17.0,0.0
381629,96.1,6.0,0.9
381634,92.5,64.0,0.0
381647,102.7,23.0,2.0
381655,84.8,27.0,0.0
381659,96.0,19.0,0.0
381662,50.3,-28.0,0.0
381666,94.5,17.0,0.9
381678,93.4,11.0,0.9
381681,89.7,6.0,0.0
381683,34.1,-46.0,0.0
381684,101.8,-12.0,0.0
381689,74.3,-21.0,0.0
381694,77.0,24.0,0.0
381696,106.3,-2.0,0.9
381698,91.1,45.0,0.0
381703,85.6,5.0,0.0
381705,86.9,37.0,0.0
381715,79.6,48.0,0.0
381717,74.8,63.0,0.0
381720,44.6,-72.0,0.0
381725,88.2,4.0,0.9
381736,45.4,-72.0,0.0
381739,98.9,2.0,0.9
381742,86.1,39.0,0.0
381743,94.3,38.0,0.0
381756,69.9,-4.0,0.0
381758,68.0,19.0,0.0
381763,78.0,-33.0,0.0
381769,86.9,-7.0,0.0
381776,98.4,50.0,0.0
381781,95.6,34.0,0.0
381788,48.0,-63.0,0.0
381794,79.8,-9.0,0.0
381824,99.8,1.0,0.9
381829,85.2,24.0,0.0
381839,76.1,21.0,0.9
381841,78.6,65.0,0.0
381850,74.8,-12.0,0.0
381854,101.0,-1.0,0.9
381858,92.5,-13.0,0.9
381860,54.8,-23.0,0.9
381863,106.4,5.0,0.9
381868,82.5,10.0,0.9
381872,75.0,31.0,0.0
381874,74.6,-12.0,0.9
381878,89.5,14.0,0.9
381879,102.2,16.0,0.0
381882,90.2,72.0,0.0
381891,90.7,-13.0,0.0
381893,104.1,11.0,1.25
381902,62.6,55.0,0.0
381909,101.2,28.0,2.0
381918,106.2,16.0,1.25
381925,87.6,44.0,0.0
381944,91.2,-9.0,0.0
381954,86.3,11.0,0.0
381956,95.2,38.0,0.0
381961,86.1,-17.0,0.0
381963,94.4,33.0,2.0
381970,97.0,-17.0,0.9
381984,67.4,-47.0,0.0
382020,90.1,19.0,0.0
382022,91.5,-17.0,0.0
382025,99.4,4.0,0.9
382031,79.7,76.0,0.0
382035,46.7,5.0,0.9
382040,102.1,13.0,0.0
382042,94.5,62.0,0.0
382048,82.2,11.0,0.0
382062,97.9,-8.0,0.9
382066,46.2,-1.0,0.9
382077,90.3,-7.0,0.0
382081,95.4,20.0,0.0
382085,110.8,28.0,2.0
382089,92.2,-28.0,0.0
382091,94.1,19.0,0.0
382104,102.0,27.0,2.0
382105,100.6,58.0,0.0
382113,87.1,45.0,0.0
382119,73.1,-7.0,0.0
382125,69.6,60.0,0.0
382133,100.0,10.0,0.9
382146,89.1,2.0,0.0
382152,101.4,6.0,0.9
382153,93.9,36.0,0.0
382155,100.5,33.0,2.0
382158,99.1,10.0,0.9
382160,80.3,2.0,0.0
382164,102.2,2.0,0.0
382172,99.7,36.0,2.0
382183,89.3,24.0,0.0
382193,73.3,17.0,0.9
382198,92.3,56.0,0.0
382205,94.9,33.0,0.0
382206,85.8,50.0,0.0
382209,87.7,37.0,0.0
382213,40.7,-51.0,0.0
382215,99.8,4.0,0.9
382226,84.3,55.0,0.0
382235,86.0,53.0,0.0
382242,83.6,25.0,0.0
382244,97.5,3.0,0.0
382253,89.4,-11.0,0.0
382256,102.8,-17.0,0.0
382272,99.3,8.0,0.9
382275,96.3,64.0,0.9
382277,95.8,36.0,0.0
382285,92.1,-19.0,0.0
382302,70.1,25.0,0.9
382306,92.2,-15.0,0.0
382316,64.0,33.0,1.25
382341,99.4,10.0,0.0
382349,93.7,22.0,1.25
382352,94.8,21.0,0.0
382354,85.6,57.0,0.0
382363,105.8,25.0,2.0
382364,90.3,30.0,0.0
382370,95.2,60.0,0.0
382380,77.9,27.0,0.0
382385,97.3,-5.0,0.0
382388,78.6,-11.0,0.0
382391,98.6,16.0,0.9
382405,90.0,48.0,0.0
382418,89.2,47.0,0.0
382422,89.4,0.0,0.0
382431,91.7,57.0,0.0
382440,105.9,36.0,2.0
382441,103.4,61.0,0.0
382442,106.6,13.0,0.0
382448,106.7,-5.0,0.9
382465,88.3,84.0,0.0
382468,63.7,-24.0,0.0
382488,74.4,-25.0,0.0
382493,88.0,-31.0,0.0
382515,106.8,23.0,2.0
382529,101.9,4.0,0.0
382538,91.4,9.0,0.0
382539,95.0,30.0,0.0
382540,85.7,77.0,0.0
382547,103.5,23.0,2.0
382552,84.1,44.0,0.0
382563,80.5,77.0,0.0
382570,107.4,30.0,2.0
382573,75.6,62.0,0.0
382579,88.1,-5.0,0.0
382581,78.3,35.0,0.0
382584,85.0,17.0,0.9
382588,96.4,17.0,0.0
382590,95.6,28.0,2.0
382592,98.0,13.0,0.9
382597,109.8,4.0,0.9
382616,103.5,7.0,0.0
382618,70.8,-44.0,0.0
382626,92.0,67.0,0.0
382628,98.9,-17.0,0.9
382631,102.5,8.0,0.9
382636,64.4,-57.0,0.9
382639,71.6,48.0,0.0
382641,81.8,68.0,0.0
382644,102.1,18.0,1.25
382645,62.0,-36.0,0.0
382652,80.0,49.0,0.0
382658,100.3,-13.0,0.0
382664,88.8,54.0,0.0
382683,81.6,57.0,0.0
382685,83.6,41.0,0.0
382700,77.7,14.0,0.9
382708,96.7,4.0,0.9
382713,61.2,11.0,0.0
382719,30.7,-18.0,0.0
382731,90.4,-38.0,0.0
382740,106.4,4.0,0.9
382746,67.5,8.0,0.9
382750,93.3,-4.0,0.0
382753,99.5,-26.0,0.0
382757,61.8,-5.0,0.0
382792,79.6,-43.0,0.0
382797,85.9,36.0,0.0
382806,81.9,75.0,0.0
382810,83.3,61.0,0.0
382813,71.8,45.0,0.0
382818,110.2,21.0,2.0
382829,67.2,-57.0,0.0
382831,61.9,-43.0,0.0
382839,110.0,1.0,0.9
382842,88.7,39.0,0.0
382848,77.6,35.0,0.0
382855,87.3,-13.0,0.0
382860,80.4,8.0,0.0
382864,76.8,17.0,0.9
382866,102.7,8.0,0.0
382868,79.8,-40.0,0.0
382869,94.7,30.0,0.0
382872,109.0,13.0,0.9
382894,78.1,71.0,0.0
382900,97.6,-1.0,0.9
382908,102.0,12.0,0.9
382909,66.2,-42.0,0.0
382921,88.6,41.0,0.0
382925,82.9,38.0,0.0
382929,74.9,-3.0,0.0
382931,73.0,7.0,0.9
382943,105.9,20.0,1.25
382945,85.0,-14.0,0.0
382956,84.3,25.0,0.0
382964,37.5,-58.0,0.0
382967,101.3,4.0,0.9
382970,101.5,-23.0,0.0
382977,101.6,25.0,1.25
382980,77.9,15.0,0.9
382991,110.6,18.0,1.25
382993,96.2,1.0,0.0
382996,106.9,5.0,0.9
383010,105.3,-9.0,0.9
383013,112.1,28.0,2.0
383018,97.7,-20.0,0.0
383020,92.8,-12.0,0.0
383023,60.7,-70.0,0.0
383031,95.4,29.0,0.0
383037,83.2,20.0,0.9
383043,101.1,16.0,0.9
383046,91.6,-25.0,0.0
383047,97.9,58.0,0.9
383050,93.2,26.0,0.0
383056,98.5,25.0,2.0
383061,100.7,10.0,0.9
383079,100.2,1.0,0.0
383085,88.0,-20.0,0.0
383093,107.0,-5.0,0.9
383100,79.3,19.0,0.9
383101,79.2,25.0,1.25
383104,107.8,3.0,0.9
383107,85.6,-4.0,0.0
383111,72.2,38.0,0.0
383116,79.3,-18.0,0.0
383121,89.5,8.0,0.9
383123,86.2,-27.0,0.0
383124,91.1,2.0,0.9
383134,95.2,31.0,0.0
383138,55.2,-48.0,0.0
383141,84.0,-47.0,0.0
383153,100.0,4.0,0.0
383156,74.1,-64.0,0.0
383160,98.3,-9.0,0.0
383166,67.7,-31.0,0.0
383176,91.8,27.0,0.0
383179,90.5,21.0,0.0
383188,88.9,14.0,1.25
383191,104.7,10.0,1.25
383193,69.0,23.0,0.9
383194,105.6,2.0,0.9
383196,102.6,1.0,0.9
383209,82.8,40.0,0.0
383217,82.0,61.0,0.0
383226,90.2,57.0,0.0
383227,74.1,39.0,0.0
383229,98.3,31.0,0.0
383232,101.7,19.0,1.25
383235,92.0,4.0,0.9
383236,95.2,4.0,0.9
383241,57.5,-4.0,0.0
383249,78.9,9.0,0.0
383250,78.7,21.0,0.9
383251,70.7,-58.0,0.0
383256,99.2,14.0,1.6
383257,68.0,11.0,0.9
383258,93.8,14.0,0.9
383272,89.5,-25.0,0.0
383276,88.6,57.0,0.0
383277,104.5,11.0,0.9
383280,74.4,-10.0,0.0
383285,99.1,3.0,0.0
383295,97.9,23.0,1.6
383303,102.1,-7.0,0.0
383305,97.5,28.0,0.0
383315,91.2,0.0,0.0
383317,101.3,3.0,0.9
383319,72.5,-23.0,0.9
383324,84.0,50.0,0.0
383329,99.5,-3.0,0.0
383337,92.4,-10.0,0.0
383341,84.8,36.0,0.0
383348,85.7,32.0,0.0
383350,89.8,-21.0,0.0
383351,101.5,4.0,0.0
383362,56.2,-70.0,0.0
383367,85.0,-9.0,0.0
383370,102.4,6.0,0.9
383373,107.6,23.0,2.0
383375,100.4,-36.0,0.0
383377,95.5,3.0,0.0
383390,90.1,-18.0,0.0
383395,81.3,41.0,0.0
383397,84.8,28.0,0.0
383400,81.1,22.0,0.9
383401,112.2,-3.0,0.0
383406,100.1,3.0,0.0
383411,62.2,-35.0,0.0
383414,82.2,-18.0,0.0
383417,18.3,63.0,0.0
383418,91.8,53.0,0.0
383420,100.4,27.0,1.25
383421,91.7,-6.0,0.9
383425,109.2,-2.0,0.9
383428,91.3,24.0,0.0
383429,98.3,9.0,0.0
383431,86.6,25.0,0.0
383433,96.6,-26.0,0.0
383437,91.1,59.0,0.0
383439,95.0,41.0,0.0
383442,64.1,34.0,0.9
383454,86.9,34.0,0.0
383456,87.4,15.0,0.9
383458,101.6,-15.0,0.0
383460,103.4,41.0,2.0
383467,93.2,39.0,0.0
383470,99.1,25.0,0.0
383472,76.3,-28.0,0.0
383473,95.3,23.0,0.0
383480,98.1,-16.0,0.0
383487,97.0,5.0,0.9
383499,104.6,-19.0,0.9
383509,105.3,2.0,0.0
383513,101.9,28.0,0.0
383517,69.8,70.0,0.0
383518,103.9,30.0,2.0
383520,109.8,9.0,0.9
383521,100.1,11.0,1.6
383527,96.7,-9.0,0.0
383533,103.3,19.0,1.25
383535,71.0,64.0,0.0
383547,77.4,8.0,0.0
383555,80.4,63.0,0.0
383557,93.2,37.0,0.0
383559,77.6,81.0,0.0
383569,85.8,69.0,0.0
383572,85.6,80.0,0.0
383575,93.9,11.0,0.0
383576,99.2,58.0,0.0
383582,96.2,20.0,1.6
383586,96.5,-14.0,0.0
383589,106.9,23.0,2.0
383593,88.2,-36.0,0.9
383605,106.6,22.0,2.0
383607,88.4,38.0,0.0
383610,80.8,4.0,0.9
383627,68.5,8.0,0.0
383630,104.1,11.0,0.9
383633,68.8,-15.0,0.0
383643,71.6,-42.0,0.9
383649,95.6,18.0,0.0
383652,93.2,29.0,0.0
383661,32.6,-40.0,0.0
383667,97.3,3.0,0.0
383684,60.4,-40.0,0.0
383690,99.1,-12.0,0.0
383702,76.5,54.0,0.0
383710,97.3,21.0,0.0
383716,72.8,-27.0,0.0
383720,44.7,66.0,0.9
383726,92.7,28.0,0.0
383729,93.4,24.0,1.25
383738,31.9,-5.0,0.0
383744,86.6,7.0,0.0
383754,97.7,5.0,0.0
383759,87.9,13.0,1.25
383768,81.7,-40.0,0.0
383771,74.3,13.0,0.9
383781,91.0,-5.0,0.0
383799,99.9,22.0,0.9
383803,81.4,-7.0,0.0
383821,89.7,33.0,0.0
383829,74.3,67.0,0.0
383847,101.1,9.0,1.25
383851,96.9,49.0,0.0
383858,35.5,-51.0,0.0
383860,80.9,-21.0,0.0
383869,98.3,13.0,0.9
383876,75.1,-34.0,0.9
383882,92.9,7.0,0.9
383885,70.1,25.0,0.9
383888,67.8,-47.0,0.0
383899,73.1,45.0,0.0
383903,92.3,21.0,0.0
383934,80.7,-46.0,0.0
383938,79.5,-6.0,0.0
383943,96.7,-24.0,0.0
383951,85.2,48.0,0.0
383979,82.5,11.0,0.9
383989,87.0,-21.0,0.0
383990,100.8,29.0,0.0
383996,91.1,60.0,0.0
384004,73.5,-52.0,0.0
384026,103.5,24.0,0.0
384029,89.6,23.0,0.0
384034,37.8,-49.0,0.0
384036,94.3,43.0,0.0
384040,97.6,-12.0,0.0
384041,100.6,41.0,0.0
384046,100.3,3.0,0.9
384047,102.2,21.0,1.25
384051,101.5,-8.0,0.0
384052,108.8,15.0,0.0
384053,62.8,-56.0,0.9
384057,79.9,22.0,0.0
384067,77.7,4.0,0.0
384071,96.8,15.0,0.9
384074,112.7,7.0,0.9
384077,99.7,-4.0,0.0
384080,103.5,7.0,0.0
384085,90.9,33.0,0.0
384091,105.7,11.0,0.9
384094,99.3,-31.0,0.0
384096,93.4,10.0,0.9
384112,98.6,-10.0,0.0
384120,78.1,18.0,0.9
384134,103.8,18.0,1.25
384142,104.1,15.0,1.25
384148,98.6,21.0,0.0
384153,100.9,-4.0,0.9
384159,98.3,12.0,0.9
384165,93.2,49.0,0.0
384168,105.4,-18.0,0.0
384176,106.6,-10.0,0.0
384182,58.6,14.0,0.0
384198,71.9,-28.0,0.0
384207,70.7,60.0,0.0
384216,91.1,10.0,0.0
384221,69.1,6.0,0.0
384229,94.1,28.0,0.0
384234,108.0,19.0,1.25
384245,56.9,-37.0,0.0
384251,89.3,34.0,0.0
384253,100.6,30.0,0.0
384256,102.3,17.0,1.25
384261,112.5,0.0,0.9
384263,99.2,-9.0,0.9
384290,95.3,-7.0,0.0
384291,87.4,4.0,1.25
384296,96.0,9.0,0.9
384300,80.4,9.0,0.9
384301,84.2,-1.0,0.0
384312,100.3,-6.0,0.0
384314,87.7,-14.0,0.0
384315,83.8,76.0,0.0
384324,70.0,-66.0,0.0
384331,109.0,-1.0,0.9
384332,97.4,11.0,0.9
384341,94.2,-11.0,0.0
384344,93.6,33.0,0.0
384347,99.4,-5.0,0.0
384348,88.3,61.0,0.0
384351,88.8,50.0,0.0
384353,76.6,56.0,0.0
384358,92.0,32.0,0.0
384361,85.7,59.0,0.0
384365,59.7,-45.0,0.9
384370,104.0,21.0,1.6
384374,85.1,-21.0,0.0
384379,108.2,-7.0,0.0
384387,93.7,37.0,0.0
384398,76.1,-19.0,0.0
384404,75.4,-6.0,0.0
384406,107.3,21.0,2.0
384407,69.3,-3.0,0.0
384412,100.1,39.0,0.0
384415,93.5,-4.0,0.0
384419,89.1,9.0,0.9
384422,69.3,-2.0,0.9
384432,52.2,-62.0,0.0
384440,89.5,5.0,0.9
384444,84.8,-35.0,0.0
384451,107.1,27.0,2.0
384460,75.2,5.0,0.0
384464,79.8,38.0,0.0
384466,88.4,8.0,0.0
384472,90.2,3.0,0.9
384473,105.4,-3.0,0.0
384476,90.4,1.0,0.0
384496,52.9,-30.0,0.9
384501,98.3,37.0,0.0
384530,84.5,26.0,0.0
384533,53.2,23.0,0.9
384535,81.9,63.0,0.0
384542,81.4,-10.0,0.0
384548,95.9,6.0,0.0
384552,82.9,59.0,0.9
384555,90.0,40.0,0.0
384566,88.3,33.0,0.0
384577,29.1,81.0,0.0
384582,96.9,-6.0,0.0
384584,64.9,-6.0,0.9
384587,75.4,24.0,0.9
384597,80.8,9.0,1.25
384604,93.5,60.0,0.0
384606,52.6,13.0,0.0
384608,73.8,25.0,0.0
384610,93.1,10.0,0.9
384616,82.6,37.0,0.0
384623,100.8,32.0,0.0
384635,85.0,-32.0,0.0
384638,63.8,-36.0,0.0
384652,83.1,17.0,0.9
384654,106.0,-8.0,0.0
384658,95.8,-19.0,0.0
384660,26.2,-71.0,0.0
384663,103.6,-7.0,0.0
384667,70.3,-22.0,0.0
384674,91.3,20.0,0.0
384675,87.9,34.0,0.0
384679,97.6,29.0,0.0
384684,88.8,-47.0,0.0
384689,40.0,-31.0,0.9
384691,91.7,14.0,1.25
384693,87.5,-17.0,0.0
384703,78.1,1.0,0.0
384707,61.6,6.0,0.9
384709,78.5,-26.0,0.0
384712,71.3,30.0,0.0
384716,83.1,-5.0,0.0
384722,77.6,42.0,0.0
384724,94.8,4.0,0.9
384730,72.2,26.0,0.9
384732,96.1,23.0,0.9
384745,106.8,7.0,0.9
384752,95.5,28.0,2.0
384759,72.5,80.0,0.0
384762,116.1,27.0,2.0
384769,90.0,42.0,0.0
384770,96.3,-15.0,0.9
384772,100.3,39.0,0.0
384774,90.0,-10.0,0.0
384777,100.7,24.0,0.0
384781,95.8,43.0,0.0
384788,49.1,34.0,0.9
384792,64.0,-11.0,0.0
384801,65.5,0.0,0.0
384803,87.7,31.0,0.0
384804,69.0,38.0,0.9
384809,104.4,38.0,2.0
384813,96.2,51.0,0.0
384817,98.6,46.0,0.0
384823,88.1,-22.0,0.0
384829,87.0,78.0,0.0
384830,87.2,25.0,0.0
384844,95.5,25.0,0.0
384847,83.4,16.0,0.9
384848,107.3,-13.0,0.0
384856,96.9,7.0,0.0
384861,97.6,-4.0,0.0
384883,85.7,-62.0,0.9
384887,71.6,-6.0,0.0
384889,94.1,-8.0,0.0
384893,71.7,23.0,0.9
384895,96.8,20.0,1.25
384903,87.3,10.0,0.0
384907,97.0,33.0,0.0
384908,107.2,21.0,0.9
384911,75.7,67.0,0.0
384917,99.6,-6.0,0.0
384927,76.1,36.0,0.0
384928,73.8,12.0,0.0
384931,85.2,46.0,0.0
384937,75.0,-45.0,0.9
384945,96.1,19.0,1.25
384951,91.0,-17.0,0.0
384969,77.2,-37.0,0.0
384971,66.0,73.0,0.0
384974,84.5,46.0,0.0
384979,82.6,-6.0,0.0
384984,94.9,13.0,0.9
384991,83.9,-7.0,0.0
384995,102.0,-9.0,0.0
385004,94.0,32.0,0.0
385011,91.7,21.0,1.25
385018,95.7,17.0,0.0
385024,96.8,28.0,0.0
385033,84.0,-10.0,0.0
385036,92.6,20.0,1.25
385040,88.4,-16.0,0.0
385045,77.1,2.0,0.9
385048,104.3,8.0,0.9
385049,106.0,22.0,0.0
385052,73.1,-18.0,0.0
385053,71.9,1.0,0.0
385063,85.2,-1.0,0.0
385065,79.9,22.0,0.9
385067,74.2,64.0,0.0
385068,93.3,49.0,0.0
385073,106.4,36.0,2.0
385076,100.0,39.0,0.0
385080,97.4,21.0,1.25
385093,77.9,21.0,0.9
385097,104.1,23.0,2.0
385099,84.3,12.0,0.0
385101,95.5,18.0,1.25
385106,84.1,44.0,0.0
385110,99.2,28.0,0.0
385112,99.4,-11.0,0.9
385118,86.0,-19.0,0.0
385124,105.9,21.0,2.0
385130,74.4,-1.0,0.0
385132,98.5,-17.0,0.0
385134,56.3,18.0,0.0
385140,57.3,-67.0,0.0
385144,93.9,30.0,0.0
385148,105.9,21.0,1.25
385159,90.1,-34.0,0.0
385161,93.0,3.0,0.0
385163,94.9,36.0,0.0
385166,91.3,54.0,0.0
385168,98.8,33.0,0.0
385173,102.3,16.0,1.25
385178,94.0,-18.0,0.0
385189,94.1,29.0,0.0
385192,103.9,17.0,0.0
385194,95.0,12.0,0.9
385196,78.5,-12.0,0.0
385198,75.1,39.0,0.0
385208,82.9,-24.0,0.0
385213,109.8,20.0,0.0
385215,79.3,-1.0,0.0
385221,71.1,47.0,0.9
385233,59.8,-50.0,0.0
385237,103.3,5.0,0.9
385248,89.0,34.0,0.0
385251,99.5,3.0,0.0
385252,100.9,10.0,0.9
385257,86.8,38.0,0.0
385260,94.8,16.0,0.9
385269,92.6,0.0,0.0
385272,110.0,16.0,1.25
385274,76.8,-5.0,0.0
385281,96.1,-3.0,0.0
385288,78.9,7.0,0.0
385302,79.7,80.0,0.0
385308,100.6,-3.0,0.0
385312,51.2,-51.0,0.0
385317,79.2,19.0,0.9
385319,96.2,-30.0,0.0
385325,85.9,30.0,0.0
385326,91.0,9.0,0.0
385342,56.2,-72.0,0.0
385345,90.0,-22.0,0.0
385348,93.9,-7.0,0.0
385353,87.1,30.0,0.0
385387,75.2,-74.0,0.0
385393,70.8,-31.0,0.0
385396,82.1,22.0,0.9
385415,104.3,-2.0,0.0
385417,82.0,2.0,0.0
385421,101.6,-7.0,0.0
385425,97.8,3.0,0.9
385428,71.3,-16.0,0.0
385440,71.9,-19.0,0.0
385444,89.4,43.0,0.0
385451,95.9,0.0,1.25
385459,105.4,3.0,0.0
385460,102.2,28.0,2.0
385466,99.9,-16.0,0.0
385468,83.1,68.0,0.0
385478,104.2,6.0,1.25
385480,83.1,38.0,0.0
385481,93.5,37.0,0.0
385483,95.6,-10.0,0.0
385487,98.4,3.0,0.9
385488,60.9,-83.0,0.0
385492,108.2,15.0,1.25
385495,85.8,39.0,0.0
385497,108.5,23.0,2.0
385499,86.4,18.0,0.9
385501,59.8,-43.0,0.0
385506,106.9,5.0,0.9
385508,83.5,20.0,0.9
385518,44.4,-80.0,0.0
385520,72.0,25.0,0.9
385522,92.1,20.0,0.0
385525,81.4,0.0,0.0
385533,98.2,-13.0,0.9
385536,107.6,2.0,0.9
385543,85.2,43.0,0.0
385546,81.1,7.0,0.9
385549,92.2,-18.0,0.0
385553,75.6,29.0,0.0
385555,95.2,13.0,0.9
385562,101.7,44.0,0.0
385568,91.2,25.0,0.0
385571,89.1,2.0,0.0
385573,103.0,-7.0,0.0
385577,78.5,8.0,0.9
385586,80.9,-53.0,0.0
385591,78.0,39.0,0.0
385595,100.3,11.0,0.9
385598,56.0,35.0,0.0
385605,91.6,50.0,0.0
385608,94.7,14.0,0.9
385609,98.7,6.0,0.9
385610,102.5,-2.0,0.0
385617,110.9,-6.0,0.9
385622,92.7,-32.0,0.0
385628,105.9,10.0,1.25
385634,80.6,11.0,0.9
385639,94.6,44.0,0.0
385641,76.7,37.0,0.0
385644,104.9,7.0,1.25
385646,106.8,-1.0,0.9
385650,82.3,10.0,0.9
385656,105.4,-5.0,0.0
385657,59.0,-66.0,0.0
385660,102.2,5.0,0.9
385674,83.1,25.0,0.0
385684,57.7,31.0,0.0
385695,80.6,-63.0,0.0
385700,96.7,31.0,0.0
385706,98.8,2.0,0.9
385709,104.8,7.0,0.9
385719,78.3,45.0,0.0
385725,93.2,-13.0,0.9
385733,61.5,58.0,0.0
385748,101.6,-14.0,0.0
385755,63.4,4.0,0.0
385759,94.6,0.0,0.0
385763,109.2,27.0,2.0
385767,60.8,83.0,0.0
385770,80.3,44.0,0.0
385772,85.2,-32.0,0.0
385774,78.8,13.0,0.0
385776,109.0,-17.0,0.0
385777,94.6,35.0,0.0
385787,58.0,-46.0,0.0
385799,98.1,19.0,1.25
385804,108.3,7.0,0.9
385809,107.5,11.0,0.9
385812,107.9,11.0,0.9
385814,91.6,-35.0,0.0
385822,73.4,-38.0,0.0
385829,36.6,-31.0,0.0
385832,100.2,29.0,2.0
385836,98.5,27.0,2.0
385841,95.1,28.0,0.0
